report_id,coder_id,article_id,city,event_date,side,tactics,participants,num_participants,part_violence,police_eng,end_activity,dist_cause,slogans
2032,03,15313015941531301594Dresden_article_4339,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,7300,NA,0,NA,NA,"Licht aus, Licht aus!;Volksverräter;Lügenpresse"
2033,03,15313015941531301594Dresden_article_4339,Dresden,2015-02-16,anti-pegida,demonstration;concert,Aréré Canibal,300,NA,0,NA,NA,NA
2034,03,15313015941531301594Dresden_article_4339,Dresden,2015-02-16,anti-pegida,demonstration,Studentenrat;Flüchtlinge,200,NA,0,NA,NA,NA
2035,03,15313015481531301548Dresden_article_4337,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,4300,NA,0,NA,NA,NA
2036,03,15313015481531301548Dresden_article_4337,Dresden,2015-02-16,anti-pegida,demonstration,NA,400,NA,0,NA,NA,NA
2037,03,15313013151531301315Dresden_article_4331,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,4300,NA,0,NA,NA,NA
2038,03,15313013151531301315Dresden_article_4331,Dresden,2015-02-16,anti-pegida,demonstration,NA,400,NA,0,NA,NA,NA
2039,03,15313012921531301292Dresden_article_4330,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,7150,0,0,NA,NA,NA
2040,03,15313012921531301292Dresden_article_4330,Dresden,2015-02-16,anti-pegida,demonstration,Erinnerung an Kahled,200,0,0,NA,NA,NA
2041,03,15313012691531301269Dresden_article_4329,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,4300,NA,0,NA,NA,NA
2042,03,15313012691531301269Dresden_article_4329,Dresden,2015-02-16,anti-pegida,demonstration,NA,400,NA,0,NA,NA,NA
2043,03,15313009911531300991Dresden_article_4317,Dresden,2015-02-16,pro-pegida,demonstration,Pegida,4300,NA,0,NA,NA,NA
2044,03,15313007411531300741Dresden_article_4306,Dresden,2015-02-19,pro-pegida,demonstration,Direkte Demokratie für Europa;AfD,100,NA,0,NA,NA,NA
2045,03,15313004841531300484Dresden_article_4295,Dresden,2015-02-19,pro-pegida,demonstration,Direkte Demokratie für Europa;AfD,100,NA,0,NA,NA,NA
2046,03,15313004391531300439Dresden_article_4293,Dresden,2015-02-19,pro-pegida,demonstration,Direkte Demokratie für Europa;AfD,100,NA,0,NA,NA,NA
2047,03,15313003041531300304Dresden_article_4287,Dresden,2015-02-23,pro-pegida,demonstration,Pegida,4800,NA,0,NA,NA,NA
2048,03,15313002811531300281Dresden_article_4286,Dresden,2015-02-23,pro-pegida,demonstration,Pegida;Die Freiheit,5000,NA,0,NA,NA,NA
2049,03,15313002581531300258Dresden_article_4285,Dresden,2015-02-23,pro-pegida,demonstration,Pegida;Pax Europa,4800,0,0,0,NA,NA
2050,03,15313002581531300258Dresden_article_4285,Dresden,2015-02-23,anti-pegida,demonstration,NA,200,0,0,0,NA,NA
2051,03,15313002351531300235Dresden_article_4284,Dresden,2015-02-23,pro-pegida,demonstration,Pegida,4800,NA,NA,NA,NA,NA
2052,03,15313001871531300187Dresden_article_4282,Dresden,2015-02-23,pro-pegida,demonstration,Pegida,4800,NA,NA,NA,NA,NA
2053,03,15313001631531300163Dresden_article_4281,Dresden,2015-02-23,pro-pegida,demonstration,NA,5933.333333333333,0,0,NA,NA,NA
2054,03,15313001631531300163Dresden_article_4281,Dresden,2015-02-23,anti-pegida,demonstration;concert,NA,300,0,0,NA,NA,NA
2055,03,15312999721531299972Dresden_article_4273,Dresden,2015-02-25,pro-pegida,demonstration,Pegida;Die Freiheit,4800,NA,0,NA,NA,NA
2056,03,15312999721531299972Dresden_article_4273,Dresden,2015-02-25,anti-pegida,demonstration;concert,NA,250,NA,0,NA,NA,NA
2057,03,15312993331531299333Dresden_article_4245,Dresden,2015-02-28,anti-pegida,demonstration,NGOs;churches;unions;Die Linke;SPD;Die Grünen,3500,NA,0,NA,NA,NA
2058,03,15312991291531299129Dresden_article_4236,Dresden,2015-03-02,pro-pegida,demonstration,Pegida,6200,NA,0,NA,NA,"Räumen, räumen!"
2059,03,15312345441531234544Dresden_article_4220,Dresden,2015-03-02,pro-pegida,demonstration,Pegida,6200,NA,0,NA,NA,Deutsche wehrt Euch;Deutschland ertrinkt in der Asylantenschwemme
2060,03,15312336001531233600Dresden_article_4179,Dresden,2015-03-09,pro-pegida,demonstration,Pegida,6500,NA,0,NA,NA,NA
2061,03,15312336001531233600Dresden_article_4179,Dresden,2015-03-09,anti-pegida,demonstration,NA,450,NA,0,NA,NA,NA
2062,03,15312335791531233579Dresden_article_4178,Dresden,2015-03-09,pro-pegida,demonstration,Pegida,10750,NA,0,NA,NA,NA
2063,03,15312335791531233579Dresden_article_4178,Dresden,2015-03-09,anti-pegida,demonstration,NA,500,NA,0,NA,NA,NA
2064,03,15312327071531232707Dresden_article_4140,Dresden,2015-03-16,pro-pegida,demonstration,Pegida,7700,NA,0,NA,NA,NA
2065,03,15312324231531232423Dresden_article_4128,Dresden,2015-03-16,pro-pegida,demonstration,Pegida,7700,NA,0,NA,NA,NA
2066,03,15312319721531231972Dresden_article_4108,Dresden,2015-03-23,pro-pegida,demonstration,Pegida,5500,NA,0,NA,NA,NA
2067,03,15312319721531231972Dresden_article_4108,Dresden,2015-03-23,anti-pegida,demonstration,Dresden für alle,NA,NA,0,NA,NA,NA
2068,03,15312319051531231905Dresden_article_4105,Dresden,2015-03-23,pro-pegida,demonstration,Pegida,5500,NA,0,NA,NA,NA
2069,03,15312319051531231905Dresden_article_4105,Dresden,2015-03-23,anti-pegida,demonstration,NA,200,NA,0,NA,NA,NA
2070,03,15312318741531231874Dresden_article_4104,Dresden,2015-03-23,pro-pegida,demonstration,Pegida;hooligans;neonazis,5500,NA,0,NA,NA,NA
2071,03,15312318741531231874Dresden_article_4104,Dresden,2015-03-23,anti-pegida,demonstration,Dresden-für-alle;Banda Communale,900,NA,2,NA,NA,NA
2072,03,15312318271531231827Dresden_article_4102,Dresden,2015-03-23,pro-pegida,demonstration,Pegida,8000,NA,0,NA,NA,NA
2073,03,15312318271531231827Dresden_article_4102,Dresden,2015-03-23,anti-pegida,demonstration,NA,200,NA,0,NA,NA,NA
2074,03,15312310631531231063Dresden_article_4073,Dresden,2015-03-28,anti-pegida,demonstration,students,475,NA,0,NA,NA,NA
2075,03,15312310401531231040Dresden_article_4072,Dresden,2015-03-28,anti-pegida,demonstration,students,200,NA,NA,NA,NA,NA
2076,03,15312310401531231040Dresden_article_4072,Dresden,2015-03-28,anti-pegida,demonstration;concert,Dresden - Place to be!,NA,NA,NA,NA,NA,NA
2077,03,15312308481531230848Dresden_article_4068,Dresden,2015-03-28,anti-pegida,demonstration,students;Bildung statt Rassismus - Pegida stoppen,300,0,0,0,NA,NA
2078,03,15312308011531230801Dresden_article_4066,Dresden,2015-03-30,pro-pegida,demonstration,Pegida,2900,NA,0,NA,NA,NA
2079,03,15312307791531230779Dresden_article_4065,Dresden,2015-03-30,pro-pegida,demonstration,Pegida,2900,0,0,NA,NA,NA
2080,03,15312307791531230779Dresden_article_4065,Dresden,2015-03-30,anti-pegida,demonstration,NA,100,0,0,NA,NA,NA
2081,03,15312303841531230384Dresden_article_4048,Dresden,2015-04-06,pro-pegida,demonstration,Pegida,7100,NA,0,NA,NA,NA
2082,03,15312303611531230361Dresden_article_4047,Dresden,2015-04-06,pro-pegida,demonstration,Pegida,7100,NA,0,NA,NA,NA
2083,03,15312303141531230314Dresden_article_4045,Dresden,2015-04-06,pro-pegida,demonstration,Pegida,7100,NA,0,NA,NA,NA
2084,03,15312285751531228575Dresden_article_3978,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,0,NA,NA,Lügenpresse;Volksverräter
2085,03,15312285751531228575Dresden_article_3978,Dresden,2015-04-13,anti-pegida,demonstration;concert,Dresden für alle;Dresden Nazifrei;students;Die Grünen;Regierung Sachsen;SPD,2500,NA,0,NA,NA,NA
2086,03,15312285751531228575Dresden_article_3978,Dresden,2015-04-13,anti-pegida,demonstration,NA,500,NA,0,NA,NA,NA
2087,03,15312285511531228551Dresden_article_3977,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2088,03,15312285511531228551Dresden_article_3977,Dresden,2015-04-13,anti-pegida,demonstration;blockade,Dresden für alle;Dresden Nazifrei,3000,NA,NA,NA,NA,NA
2089,03,15312285281531228528Dresden_article_3976,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,1,counter-demonstrators,Wir sind das Volk!;Volksverräter;Lügen presse (sic!);
2090,03,15312285281531228528Dresden_article_3976,Dresden,2015-04-13,anti-pegida,demonstration;blockade,Dresden für alle,3000,NA,NA,NA,NA,Haut ab;Nazis raus
2091,03,15312285281531228528Dresden_article_3976,Dresden,2015-04-13,anti-pegida,demonstration,jewish community,300,NA,0,NA,NA,NA
2092,03,15312285051531228505Dresden_article_3975,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,0,0,NA,NA,NA
2093,03,15312285051531228505Dresden_article_3975,Dresden,2015-04-13,anti-pegida,demonstration,NA,1000,0,0,NA,NA,NA
2094,03,15312284821531228482Dresden_article_3974,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2095,03,15312284591531228459Dresden_article_3973,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,0,0,NA,NA,NA
2096,03,15312284591531228459Dresden_article_3973,Dresden,2015-04-13,anti-pegida,demonstration,NA,1000,0,0,NA,NA,NA
2097,03,15312284371531228437Dresden_article_3972,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2098,03,15312284371531228437Dresden_article_3972,Dresden,2015-04-13,anti-pegida,demonstration,NA,2000,NA,NA,NA,NA,NA
2099,03,15312283931531228393Dresden_article_3970,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,7000,0,0,NA,NA,Wir sind das Volk!
2100,03,15312283931531228393Dresden_article_3970,Dresden,2015-04-13,anti-pegida,demonstration,NA,3000,0,0,NA,NA,NA
2101,03,15312283481531228348Dresden_article_3968,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,0,0,NA,NA,NA
2102,03,15312283481531228348Dresden_article_3968,Dresden,2015-04-13,anti-pegida,demonstration,NA,1000,0,0,NA,NA,NA
2103,03,15312283241531228324Dresden_article_3967,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2104,03,15312283241531228324Dresden_article_3967,Dresden,2015-04-13,anti-pegida,demonstration,Die Grünen;Die Linke,3000,NA,NA,NA,NA,NA
2105,03,15312283011531228301Dresden_article_3966,Dresden,2015-04-13,pro-pegida,demonstration,Pegida;Partei für die Freiheit,10000,NA,NA,NA,NA,NA
2106,03,15312282781531228278Dresden_article_3965,Dresden,2015-04-13,anti-pegida,demonstration,Pegida,10000,NA,0,NA,NA,NA
2107,03,15312282541531228254Dresden_article_3964,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,2000,NA,NA,NA,NA,NA
2108,03,15312282541531228254Dresden_article_3964,Dresden,2015-04-13,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
2109,03,15312282291531228229Dresden_article_3963,Dresden,2015-04-13,anti-pegida,demonstration,NA,1000,NA,NA,NA,NA,NA
2110,03,15312282081531228208Dresden_article_3962,Dresden,2015-04-13,pro-pegida,demonstration,Pegida;Partei für die Freiheit,2000,NA,0,NA,NA,NA
2111,03,15312282081531228208Dresden_article_3962,Dresden,2015-04-13,anti-pegida,demonstration,NA,1500,NA,0,NA,NA,NA
2112,03,15312282081531228208Dresden_article_3962,Dresden,2015-04-13,anti-pegida,demonstration,NA,450,NA,0,NA,NA,NA
2113,03,15312281861531228186Dresden_article_3961,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,0,NA,NA,NA
2114,03,15312281861531228186Dresden_article_3961,Dresden,2015-04-13,anti-pegida,demonstration,NA,1000,NA,0,NA,NA,NA
2115,03,15312281861531228186Dresden_article_3961,Dresden,2015-04-13,anti-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
2116,03,15312131871531213187Dresden_article_3957,Dresden,2015-04-13,pro-pegida,demonstration,Pegida;Partei für die Freiheit,8000,NA,NA,NA,NA,NA
2117,03,15312131871531213187Dresden_article_3957,Dresden,2015-04-13,anti-pegida,demonstration,NA,3000,NA,NA,NA,NA,NA
2118,03,15312131641531213164Dresden_article_3956,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2119,03,15312130271531213027Dresden_article_3950,Dresden,2015-04-13,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,NA
2120,03,15312130021531213002Dresden_article_3949,Dresden,2015-04-13,pro-pegida,demonstration,NA,8000,NA,NA,NA,NA,NA
2121,03,15312130021531213002Dresden_article_3949,Dresden,2015-04-13,anti-pegida,demonstration,NA,2500,NA,NA,NA,NA,NA
2122,03,15312130021531213002Dresden_article_3949,Dresden,2015-04-13,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
2123,03,15312127881531212788Dresden_article_3944,Dresden,2015-04-13,pro-pegida,demonstration,Pegida;Die Partei,10000,NA,NA,NA,NA,Pegida liebt deinen Pullermann
2124,03,15312118451531211845Dresden_article_3908,Dresden,2015-04-27,pro-pegida,demonstration,Pegida,3000,0,0,0,NA,NA
2125,03,15312118221531211822Dresden_article_3907,Dresden,2015-04-27,pro-pegida,demonstration,Pegida,200,NA,NA,NA,NA,NA
2126,03,15312117761531211776Dresden_article_3905,Dresden,2015-04-27,pro-pegida,demonstration,Pegida,1462,NA,0,NA,NA,NA
2127,03,15312112691531211269Dresden_article_3883,Dresden,2015-05-04,pro-pegida,demonstration,Pegida,2500,NA,0,NA,NA,NA
2128,03,15312112691531211269Dresden_article_3883,Dresden,2015-05-04,anti-pegida,demonstration,NA,250,NA,0,NA,NA,NA
2129,03,15312110631531211063Dresden_article_3874,Dresden,2015-05-11,pro-pegida,demonstration,Pegida,3000,NA,NA,NA,NA,NA
2130,03,15312106941531210694Dresden_article_3858,Dresden,2015-05-18,pro-pegida,demonstration,Pegida,3000,NA,NA,NA,NA,NA
2131,03,15312106471531210647Dresden_article_3856,Dresden,2015-05-18,pro-pegida,demonstration,Pegida,3000,NA,NA,NA,NA,NA
2132,03,15311440411531144041Dresden_article_3813,Dresden,2015-06-01,pro-pegida,demonstration,Pegida,2000,NA,NA,NA,NA,NA
2133,03,15311437621531143762Dresden_article_3801,Dresden,2015-06-01,pro-pegida,demonstration,Pegida,2000,NA,NA,NA,NA,NA
2134,03,15311434151531143415Dresden_article_3790,Dresden,2015-06-08,pro-pegida,demonstration,Pegida,1500,NA,NA,NA,NA,NA
2135,03,15311428091531142809Dresden_article_3764,Dresden,2015-06-15,pro-pegida,demonstration,Pegida,1600,3,0,NA,NA,Lügenpresse
2136,03,15311428091531142809Dresden_article_3764,Dresden,2015-06-15,anti-pegida,demonstration;drowning,NA,NA,NA,0,NA,NA,NA
2137,03,15311424341531142434Dresden_article_3752,Dresden,2015-06-22,pro-pegida,demonstration,Pegida,1450,NA,0,NA,NA,NA
2138,03,15311422331531142233Dresden_article_3743,Dresden,2015-06-22,pro-pegida,demonstration,Pegida,900,NA,0,NA,NA,NA
2139,03,15311417321531141732Dresden_article_3721,Dresden,2015-06-29,pro-pegida,demonstration,Pegida,1500,NA,0,NA,NA,NA
2140,03,15311416141531141614Dresden_article_3716,Dresden,2015-06-29,pro-pegida,demonstration,Pegida,2250,NA,NA,NA,NA,Volksverräter;Lügenpresse
2141,03,15311408781531140878Dresden_article_3684,Dresden,2015-07-13,pro-pegida,demonstration,Pegida,2000,NA,0,NA,NA,NA
2142,03,15311407801531140780Dresden_article_3680,Dresden,2015-07-13,pro-pegida,demonstration,Pegida,1000,NA,NA,NA,NA,NA
2143,03,15311394181531139418Dresden_article_3630,Dresden,2015-08-10,pro-pegida,demonstration,Pegida,3500,NA,NA,NA,NA,Volksverräter
2144,03,15311393291531139329Dresden_article_3626,Dresden,2015-08-10,pro-pegida,demonstration,Pegida,3000,NA,NA,NA,NA,NA
2145,03,15311385741531138574Dresden_article_3593,Dresden,2015-08-24,pro-pegida,demonstration,Pegida,3000,NA,0,NA,NA,"Wer Deutschland nicht liebt, soll Deutschland verlassen;Merkel muss weg;Volksverräter"
2146,03,15311374801531137480Dresden_article_3550,Dresden,2015-09-07,pro-pegida,demonstration,Pegida,7600,NA,0,NA,NA,NA
2147,03,15311372351531137235Dresden_article_3539,Dresden,2015-09-14,pro-pegida,demonstration,Pegida,5000,NA,NA,NA,NA,NA
2148,03,15311368551531136855Dresden_article_3527,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,7500,NA,NA,NA,NA,NA
2149,03,15311368331531136833Dresden_article_3526,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,7500,NA,NA,NA,NA,Volksverräter;Lügenpresse;Merkel muss weg;Widerstand;Wir sind das Pack
2150,03,15311367661531136766Dresden_article_3523,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,7500,NA,NA,NA,NA,NA
2151,03,15311367221531136722Dresden_article_3521,Dresden,2015-09-22,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
2152,03,15311366121531136612Dresden_article_3516,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,5000,NA,NA,NA,NA,"Wer Deutschland nicht liebt, muss Deutschland verlassen;In 15 Jahren tragt ihr alle Kopftuch.;Volksverräter;Lügenpresse;Hure;Euch kriegen wir auch noch;Geht erstmal arbeiten"
2153,03,15311365901531136590Dresden_article_3515,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,NA,NA,0,NA,NA,Faules Pack;Macht euch in die Schule;Schämt Euch
2154,03,15311365461531136546Dresden_article_3513,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,5000,NA,NA,NA,NA,"Wer Deutschland nicht liebt, muss Deutschland verlassen;In 15 Jahren tragt ihr alle Kopftuch.;Volksverräter;Lügenpresse;Hure;Euch kriegen wir auch noch;"
2155,03,15311365231531136523Dresden_article_3512,Dresden,2015-09-21,pro-pegida,demonstration,Pegida,11250,NA,0,NA,NA,"Faules Pack;Macht Euch in die Schule;Euch kriegen wir noch;Wer Deutschland nicht liebt, muss Deutschland verlassen"
2156,03,15311290531531129053Dresden_article_3500,Dresden,2015-09-28,pro-pegida,demonstration,Pegida,9000,3,NA,NA,NA,NA
2157,03,15311289381531128938Dresden_article_3495,Dresden,2015-09-28,pro-pegida,demonstration,Pegida,8500,3,0,NA,NA,Asyltouristen
2158,03,15311275261531127526Dresden_article_3451,Dresden,2015-10-05,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,Lügenpresse;Volksverräter;Wir sind das Volk
2159,03,15311275261531127526Dresden_article_3451,Dresden,2015-10-05,anti-pegida,demonstration,Gepida,200,NA,NA,NA,NA,NA
2160,03,15311274811531127481Dresden_article_3449,Dresden,2015-10-06,pro-pegida,demonstration,Pegida,10000,NA,0,NA,NA,NA
2161,03,15311274811531127481Dresden_article_3449,Dresden,2015-10-06,anti-pegida,demonstration,Gepida,200,NA,0,NA,NA,NA
2162,03,15311274571531127457Dresden_article_3448,Dresden,2015-10-05,pro-pegida,demonstration,Pegida,10000,NA,NA,NA,NA,Volksverräter;Lügenpresse;Wir sind das Volk
2163,03,15311274571531127457Dresden_article_3448,Dresden,2015-10-05,anti-pegida,demonstration,Gepida,200,NA,NA,NA,NA,NA
2164,03,15311272531531127253Dresden_article_3439,Dresden,2015-10-05,pro-pegida,demonstration,Pegida,9000,NA,NA,NA,NA,NA
2165,03,15311271501531127150Dresden_article_3435,Dresden,2015-10-05,pro-pegida,demonstration,Pegida,9000,NA,0,NA,NA,NA
2166,03,15311271501531127150Dresden_article_3435,Dresden,2015-10-05,anti-pegida,demonstration,NA,NA,NA,0,NA,NA,NA
2167,03,15311271271531127127Dresden_article_3434,Dresden,2015-10-05,pro-pegida,demonstration,Pegida,9000,0,0,0,NA,NA
2168,03,15311264811531126481Dresden_article_3406,Dresden,2015-10-12,pro-pegida,demonstration,Pegida,8750,NA,NA,NA,NA,NA
2169,03,15311261821531126182Dresden_article_3393,Dresden,2015-10-12,pro-pegida,demonstration,Pegida,9000,NA,NA,NA,NA,NA
2170,03,15311258771531125877Dresden_article_3380,Dresden,2015-10-12,pro-pegida,demonstration,Pegida,9000,NA,NA,NA,NA,NA
2171,03,15311252421531125242Dresden_article_3352,Dresden,2015-10-12,pro-pegida,demonstration,Pegida,9000,NA,NA,NA,NA,Merkel muss weg;Asylbetrüger abschieben;jeder ist einer zu viel;
2172,03,15308842941530884294Dresden_article_3177,Dresden,2015-10-19,pro-pegida,demonstration,Pegida;hooligans;neonazis,15000,3,NA,NA,NA,Verpisst Euch;Merkel muss weg
2173,03,15308842941530884294Dresden_article_3177,Dresden,2015-10-19,anti-pegida,demonstration;darkening,Antifa;Semperoper;parties;unions;churches;organizations,14000,3,NA,NA,NA,Faschistenschweine;Wir sind kein Bühnenbild für Fremdenhass
2174,03,15308841581530884158Dresden_article_3171,Dresden,2015-10-20,pro-pegida,demonstration,Pegida,20000,3,NA,NA,NA,Wir sind das Volk;Merkel muss weg;Abschieben;Widerstand
2175,03,15308841581530884158Dresden_article_3171,Dresden,2015-10-20,anti-pegida,demonstration,Semperoper,19000,3,NA,NA,NA,Wir sind keine Bühne für Fremdenhass
2176,03,15308841351530884135Dresden_article_3170,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,NA,NA,NA,NA,NA
2177,03,15308841351530884135Dresden_article_3170,Dresden,2015-10-19,anti-pegida,demonstration,NA,19000,NA,NA,NA,NA,NA
2178,03,15308841121530884112Dresden_article_3169,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,NA,NA,NA,NA,NA,NA
2179,03,15308841121530884112Dresden_article_3169,Dresden,2015-10-19,anti-pegida,demonstration,NA,NA,NA,NA,NA,NA,NA
2180,03,15308840641530884064Dresden_article_3167,Dresden,2015-10-19,pro-pegida,demonstration,Pegida;neonazis,15000,3,NA,NA,NA,Merkel muss weg;Lügenpresse
2181,03,15308840641530884064Dresden_article_3167,Dresden,2015-10-19,anti-pegida,demonstration;darkening,Semperoper;cultural institutions;churches;Volkswagen;parties;unions;initiatives;Technische Universität Dresden;SPD;Landtag Sachsen,14000,3,NA,NA,NA,Wir sind kein Bühnenbild für Fremdenhass
2182,03,15308840641530884064Dresden_article_3167,Dresden,2015-10-19,anti-pegida,demonstration,Die Partei,60,NA,NA,NA,NA,Ein Jahr im rechten Licht;Rational befreite Zone
2183,03,15308840181530884018Dresden_article_3165,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,3,2,NA,NA,Wir sind das Volk;Merkel muss weg;Abschieben
2184,03,15308840181530884018Dresden_article_3165,Dresden,2015-10-19,anti-pegida,demonstration,NA,14000,3,2,NA,NA,NA
2185,03,15308838361530883836Dresden_article_3159,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,NA,NA,NA,NA,NA
2186,03,15308838361530883836Dresden_article_3159,Dresden,2015-10-19,anti-pegida,demonstration,NA,15000,NA,NA,NA,NA,NA
2187,03,15308836601530883660Dresden_article_3156,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,2,NA,NA,NA,NA
2188,03,15308836601530883660Dresden_article_3156,Dresden,2015-10-19,anti-pegida,demonstration,Regierung Sachsen;Die Grünen;Semperoper,15000,NA,0,NA,NA,Wir sind kein Bühnenbild für Fremdenhass;Wir sind keine Kulisse für Intoleranz
2189,03,15308836141530883614Dresden_article_3154,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,3,NA,NA,NA,NA
2190,03,15308836141530883614Dresden_article_3154,Dresden,2015-10-19,anti-pegida,demonstration,Regierung Sachsen,14000,3,NA,NA,NA,NA
2191,03,15308835911530883591Dresden_article_3153,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,3,NA,NA,NA,NA
2192,03,15308835911530883591Dresden_article_3153,Dresden,2015-10-19,anti-pegida,demonstration,Semperoper,10000,3,NA,NA,NA,Wir sind kein Bühnenbild für Fremdenhass
2193,03,15308834971530883497Dresden_article_3149,Dresden,2015-10-19,pro-pegida,demonstration,Pegida;hooligans;neonazis,15000,3,0,NA,NA,Verpisst Euch;Merkel muss weg;CSU bundesweit
2194,03,15308834971530883497Dresden_article_3149,Dresden,2015-10-19,anti-pegida,demonstration;darkening,Antifa;Semperoper;parties;unions;churches;organizations,14000,4,2,NA,NA,Faschistenschweine;Wir sind kein Bühnenbild für Fremdenhass
2195,03,15308833841530883384Dresden_article_3144,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,3,0,NA,NA,NA
2196,03,15308833841530883384Dresden_article_3144,Dresden,2015-10-19,anti-pegida,demonstration,NA,15000,4,2,NA,NA,NA
2197,03,15308819641530881964Dresden_article_3135,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,NA,0,NA,NA,NA
2198,03,15308819641530881964Dresden_article_3135,Dresden,2015-10-19,anti-pegida,demonstration,parties;unions;curches;associations;inititatives;Semperoper;Die Grünen,15000,NA,0,NA,NA,Wir sind kein Bühnenbild für Fremdenhass;Wir sind keine Kulisse für In­toleranz
2199,03,15308819181530881918Dresden_article_3133,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,NA,NA,NA,NA,Wir sind das Volk;Merkel muss weg;Abschieben;Widerstand
2200,03,15308819181530881918Dresden_article_3133,Dresden,2015-10-19,anti-pegida,demonstration,Semperoper,19000,NA,NA,NA,NA,Nazis raus;haut ab;Wir sind kein Bühnenbild für Fremdenhass
2201,03,15308818961530881896Dresden_article_3132,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,NA,NA,0,NA,NA,NA
2202,03,15308818961530881896Dresden_article_3132,Dresden,2015-10-19,anti-pegida,demonstration;darkening,Semperoper;Regierung Sachsen;Die Grünen,11000,NA,0,NA,NA,Wir sind kein Bühnenbild für Fremdenhass;Wir sind keine Kulisse für Intoleranz
2203,03,15308818731530881873Dresden_article_3131,Dresden,2015-10-19,pro-pegida,demonstration,Pegida;hooligans;neonazis,20000,2,2,NA,NA,NA
2204,03,15308818731530881873Dresden_article_3131,Dresden,2015-10-19,anti-pegida,demonstration,Regierung Sachsen;Die Grünen,19000,NA,0,NA,NA,NA
2205,03,15308818501530881850Dresden_article_3130,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,3,0,NA,NA,NA
2206,03,15308818501530881850Dresden_article_3130,Dresden,2015-10-19,anti-pegida,demonstration;darkening,Semperoper;Regierung Sachsen;Die Grünen,14000,3,0,NA,NA,Wir sind kein Bühnenbild für Fremdenhass;Wir sind keine Kulisse für Intoleranz
2207,03,15308818061530881806Dresden_article_3128,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,20000,3,0,NA,NA,NA
2208,03,15308818061530881806Dresden_article_3128,Dresden,2015-10-19,anti-pegida,demonstration,NA,14000,3,0,NA,NA,NA
2209,03,15308816841530881684Dresden_article_3127,Dresden,2015-10-19,pro-pegida,demonstration,Pegida,15000,NA,NA,NA,NA,NA
2210,03,15308816391530881639Dresden_article_3125,Dresden,2015-10-19,anti-pegida,demonstration,Stadt Dresden;Universität Dresden;artists;unions;Sparkasse;parties;cultural institutions,19000,NA,NA,NA,NA,NA
2211,03,15308812831530881283Dresden_article_3110,Dresden,2015-10-19,pro-pegida,demonstration,Pegida;neonazis;hooligans,20000,4,2,NA,NA,NA
2212,03,15308812831530881283Dresden_article_3110,Dresden,2015-10-19,anti-pegida,demonstration,Herz statt Hetze;Dresden Nazifrei;SPD;CDU;Regierung Sachsen,20000,4,2,NA,NA,NA
